time,user,sentiment,text
2/23/15 5:15,nicholas_v,negative,"@VirginAmerica should I be concerned that I am about to fly on a plane that needs to be delayed due to a ""tech stop""?"
2/23/15 3:01,tstashajones,positive,"@VirginAmerica is the best airline I have flown on.Easy to change your reservation,helpful representatives &amp; a comfortable flying experience"
2/23/15 0:35,SkateMamas,positive,@VirginAmerica and again! Another rep kicked butt! Naelah represents your team so beautifully!! Thank you!!!
2/23/15 0:21,dngoo,positive,@VirginAmerica your beautiful front-end design is down right now; but it was cool to still book my ticket b/c all your back-end was secure.
2/23/15 0:06,SamBrittenham,positive,"@VirginAmerica Love the team running Gate E9 at LAS tonight. Waited for a delayed flight, and they kept things entertaining"
2/22/15 22:39,usagibrian,negative,@VirginAmerica Use another browser! 2015 &amp; a brand with a reputation built on tech response doesn't have a cross-browser compatible website?
2/22/15 22:11,usagibrian,negative,"@VirginAmerica And now the flight Flight Booking Problems site is totally down. Folks, what is the problem?"
2/22/15 21:56,KindofLuke,negative,@VirginAmerica I like the customer service but a 40 min delay just for connecting passengers seems too long. VA370
2/22/15 20:23,ptbrodie,positive,@VirginAmerica thanks to your outstanding NYC-JFK crew who moved mountains to get me home to San Francisco tonight!
2/22/15 17:48,cheryleng,positive,@VirginAmerica you have the absolute best team and customer service ever.  Every time I fly with you I'm delighted.  Thank you!
2/22/15 17:45,HishamSharaby,neutral,"@VirginAmerica Do you provide complimentary upgrades to first class, if there are available seats?"
2/22/15 17:14,ChrisFordisHere,negative,@VirginAmerica i need to change my flight thats scheduled in 9 hours and 120 min wait time on phone. Im calling intern. Help!!
2/22/15 16:18,JKF1897,positive,@VirginAmerica completely awesome experience last month BOS-LAS nonstop. Thanks for such an awesome flight and depart time. #VAbeatsJblue
2/22/15 16:05,F6x,neutral,@VirginAmerica How can I watch the #Oscars2015 on my JFK-&gt;SFO flight?
2/22/15 15:41,lawyang588,neutral,@VirginAmerica is flight 882 Cancelled Flightled and what do I do if it is?
2/22/15 15:40,melokudo,negative,@VirginAmerica you are failing your customers because your check in process does not link to TSA pre-check.
2/22/15 15:06,ChrysiChrysic,negative,@VirginAmerica @FiDiFamilies us too! Terrible airline! Just gave us a hotel hotline number and said sorry
2/22/15 15:03,nikkisixxfan93,neutral,@VirginAmerica has flight number 276 from SFO to Cabo San Lucas arrived yet?
2/22/15 15:02,ChrysiChrysic,negative,@VirginAmerica @ChrysiChrysic your assistance yesterday when u Cancelled Flightled our flight was to give us a hotel hotline  Shame on you!
2/22/15 14:49,MOCBlogger,negative,@VirginAmerica Another delayed flight? #likingyoulessandless
2/22/15 14:39,tfaz,negative,@VirginAmerica I need to register a service dog for a first class ticket from SFO &gt; Dulles. The phone queue is an hour or longer. Pls advise
2/22/15 14:32,lisaptv,positive,@virginamerica you ROCK for making it so I can watch #Oscars on my flight!! #redcarpet #oscars #oscars2015
2/22/15 14:31,dropapp,neutral,"@VirginAmerica, @reallytallchris dropped a track on you... https://t.co/zv2pt6TRK9"
2/22/15 14:09,HollywoodHotMom,positive,@VirginAmerica always!!! Xoxo
2/22/15 14:07,GoShar2012,negative,@VirginAmerica why can't we book seats on your flights when we buy them or even during check in? Creates so much anxiety! #frustrated
2/22/15 14:03,MOCBlogger,negative,@VirginAmerica You'd think paying an extra $100 bucks RT for luggage might afford you hiring an extra hand at @sfo #lame
2/22/15 13:55,SkateMamas,positive,@VirginAmerica best customer service rep in the world! #irmafromDallas takes the cake!!!
2/22/15 13:49,FiDiFamilies,neutral,@VirginAmerica Can you find us a flt out of LAX that is sooner than midnight on Monday? That would be great customer service _Ÿ˜ƒ
2/22/15 13:47,jarrydosborne,negative,@VirginAmerica please provide status for flight 769.  I cant imagine it's on time as the Web indicates  dude to weather here and/or Dallas
2/22/15 13:45,HollywoodHotMom,positive,@VirginAmerica you have amazing staff &amp; super helpful as I just ran the @WaltDisneyWorld #PrincessHalf they have spoiled me with comfort!!!
2/22/15 13:29,mlorenzen,negative,"@VirginAmerica I paid the premium to fly you across the country, you Cancelled Flight my flight and offer no check fee or upgrade love? Sad face :("
2/22/15 13:23,Tyler_Starrine,negative,@VirginAmerica question: is it not possible to book a seat for an infant under 2? It's not giving me the option but we want a seat for him.
2/22/15 12:49,jessicajaymes,positive,Always have it together!!! You're welcome! RT @VirginAmerica: @jessicajaymes You're so welcome.
2/22/15 12:35,livingfitly,positive,@virginamerica #flight home to #dc #sunset #globe in' #backtowinter back to #work! #refreshed http://t.co/VX9vBCTdLf
2/22/15 12:34,khartline,negative,.@VirginAmerica I don't understand why you need a DM to give me an answer on if you have a damaged luggage policy.
2/22/15 12:27,khartline,negative,.@VirginAmerica does that mean you don't have a policy for destroyed luggage?
2/22/15 11:56,MACRoxburgh,neutral,@VirginAmerica is there special assistance if I travel alone w/2 kids and 1 infant? Priority boarding?
2/22/15 11:33,paulnakada,positive,@VirginAmerica thank you for checking in. tickets are purchased and customer is happy ;-)
2/22/15 11:13,wildcatdad,neutral,@VirginAmerica is your website ever coming back online?
2/22/15 11:10,RheaThurman1,neutral,"@VirginAmerica  - Is Flight 713 from Love Field to SFO definitely Cancelled Flightled for Monday, February 23?"
2/22/15 11:10,Osiris91780,neutral,@VirginAmerica Is flight 0769 out of LGA to DFW on time?
2/22/15 11:10,HeatherWhoo,neutral,@VirginAmerica my drivers license is expired by a little over a month. Can I fly Friday morning using my expired license?
2/22/15 11:02,paulnakada,negative,@VirginAmerica having problems Flight Booking Problems on the web site. keeps giving me an error and to contact by phone.  phone is 30 minute wait.
2/22/15 11:01,RampantSmashing,negative,@VirginAmerica How do I reschedule my Cancelled Flightled flights online? The change button is greyed out!
2/22/15 10:38,intlwriter,negative,"@VirginAmerica I rang, but there is a wait for 35 minutes!! I can book the same ticket through a vendor, fix your site"
2/22/15 10:30,finslippy,negative,"@VirginAmerica got a flight (we were told) for 4:50 today..,checked my email and its for 4;50 TOMORROW. This is unacceptable."
2/22/15 10:29,finslippy,negative,"@VirginAmerica our flight into lga was Cancelled Flighted. We're stuck in Dallas. I called to reschedule, told I could get a flight for today...(1/2)"
2/22/15 10:19,Gr8Fratsby,negative,@virginamerica why don't any of the pairings include red wine?! Only white is offered :( #redwineisbetter
2/22/15 8:56,sbaaronson,negative,@VirginAmerica is the website down?
2/22/15 8:53,jonesbasf,negative,@VirginAmerica - Your site seems a little wonked right now. May want to have a look. Tried on two browsers. No CSS? http://t.co/8qsQMM7KF2
2/22/15 5:51,Gr8Fratsby,negative,@VirginAmerica I'm disappointed that the agent at the designated silver status check in line @Dulles_Airport closed to assist all pasengers
2/22/15 5:02,NewsSWA,neutral,@VirginAmerica Plans to Include Austin to its Dallas Route - TopNews Arab #Emirates http://t.co/aqZWecOkk2
2/22/15 4:43,CSHangover,negative,@VirginAmerica Is it normal to receive no reply from Central Baggage #baggageissues #smh
2/22/15 3:39,girlphotophilly,negative,@VirginAmerica at Logan airport and waiting to checkin for my 9am flight. Checkin desk not open !!!!! Why?!
2/22/15 3:32,NewsSWA,neutral,@VirginAmerica to jump into the Dallas-Austin market - @Dallas_News http://t.co/EwwGi97gdx
2/22/15 3:02,NewsSWA,neutral,"@VirginAmerica Beats EPS Views, Takes On #SouthwestAir VA LUV - Investor's Business Daily http://t.co/FLwmGDAHxu"
2/22/15 2:42,Graemelodge5545,neutral,@VirginAmerica Lister to my show my on Monday 1230 130
2/22/15 1:32,NewsSWA,neutral,@VirginAmerica to begin Dallas-Austin #flights in April - 88.9 KETR http://t.co/SSUVWwkyHH
2/21/15 21:32,Boards707,negative,"@VirginAmerica congrats, you just got all my business from EWR to SFO/LAX. Fuck you @united fl1289 SFO/EWR was the clincher..."
2/21/15 21:28,MikeWiener,negative,@VirginAmerica  I applied over 2 weeks ago. Haven't heard back and I'm flying this week #disappointed
2/21/15 20:41,khartline,neutral,@VirginAmerica I'd love to know what your policy is for damaged luggage.
2/21/15 20:33,simpasmore,positive,@VirginAmerica Thank you for the follow
2/21/15 20:21,ChrysiChrysic,negative,@VirginAmerica - too many apologies! You r the worse airlines! Don't even respond to your cudtomers
2/21/15 20:11,ChrysiChrysic,negative,@VirginAmerica shame on VA for making people spend money in stranded cities when other airlines are landing at JFK! Who will reimburse me?
2/21/15 18:35,TTINAC11,neutral,@VirginAmerica @TTINAC11 I DM you
2/21/15 18:29,elaurawrr,neutral,@VirginAmerica can you please have flights in  SJC ? I have no choice but to fly Southwest to Vegas _Ÿ˜©_Ÿ˜_
2/21/15 18:29,joyabsalon,negative,@VirginAmerica too bad you say it takes 10 to 14 days via YOUR confirmation email. When I inquired after 3 weeks you claim 6 to 8 weeks!
2/21/15 18:11,meladorri,negative,@VirginAmerica Flight from BOS &gt; LAS tomorrow was Cancelled Flightled. No notification; wait times are 1+ hour. Will you rebook on another airline?
2/21/15 18:09,miaerolinea,positive,_Ÿ˜_ RT @VirginAmerica: Youâ€™ve met your match. Got status on another airline? Upgrade (+restr): http://t.co/RHKaMx9VF5. http://t.co/PYalebgkJt
2/21/15 18:02,archiegips,positive,@VirginAmerica Only way to fly! #Elevate #Gold
2/21/15 17:43,obiwantoby,neutral,@VirginAmerica If only you guys had flights from CMH.
2/21/15 17:41,MarwaYousofzoy,negative,"@VirginAmerica a lot of ""apologies"" being thrown out to customers from what I can see.Very sad. Thanks for nothing. Worst airline ever."
2/21/15 17:40,TTINAC11,negative,@VirginAmerica  for all my flight stuff wrong and did nothing about it. Had #worst #flight ever
2/21/15 17:18,TheNotoriousLEX,neutral,@VirginAmerica Having an issue finding a missing item on a plane. Can you help me find which airport my plane headed to next?
2/21/15 17:15,advertisingdiva,positive,@VirginAmerica you will match my #AmericanAirlines status? Cool!
2/21/15 17:14,Floxie10,neutral,â€œ@VirginAmerica:You've met your match.Got status on another airline? Upgrade : http://t.co/H952rDKTqyâ€ù @asarco_ES_ar ? _Ÿ™‰
2/21/15 17:13,alexrkonrad,negative,@VirginAmerica trying to book a flight with you guys and your website won't let me... about to lose my business
2/21/15 17:13,MarwaYousofzoy,negative,@VirginAmerica you suck!
2/21/15 16:50,lexiesalas,positive,@VirginAmerica thanks!
2/21/15 16:19,MaximWheatley,negative,@VirginAmerica Just DM'd. Same issue persisting.
2/21/15 15:47,FiDiFamilies,negative,@VirginAmerica Because we never rec'd Cancelled Flightlation notice we were left w no options to fly out of PS. Driving to LA for a red eye Mon w kids
2/21/15 15:29,lexiesalas,negative,@VirginAmerica trying to book a flight &amp; your site is down _Ÿ˜Å
2/21/15 15:27,Artenis15,negative,@VirginAmerica You have any flights flying into Boston tomorrow? I need to be home and you Cancelled Flightled my flight and didn't do anything
2/21/15 14:34,NancyJFriedman,negative,@VirginAmerica you stink. Flight Cancelled Flighted from PSP to JFK and no notification or ability to rebook #disappointed.  #expected better
2/21/15 14:28,JT_Magana,positive,@VirginAmerica I love your guy's song! We're dancing to it for our high school dance revue
2/21/15 14:27,MaximWheatley,negative,@VirginAmerica Your website is down and I'm trying to check in!
2/21/15 14:24,carabubes,positive,"@VirginAmerica done! Thank you for the quick response, apparently faster than sitting on hold ;)"
2/21/15 14:23,carabubes,neutral,@VirginAmerica nervous about my flight from DC to LAX getting Cancelled Flightled tomorrow! Just sent you a DM to help me!
2/21/15 14:21,wmrrock,positive,@VirginAmerica cool picture of another VirginAmerica plane off our wing. What a site! http://t.co/5B2agFd8c4
2/21/15 13:52,DailyBillboard,positive,@VirginAmerica Keep up the great work :)
2/21/15 13:52,BigRichTexasPam,positive,@VirginAmerica my goodness your people @love field are amazing under pressure âù_ï¸èfrom Texas #beatstheothers in crisis Please fly me to NY
2/21/15 13:41,rtw4,positive,@VirginAmerica Thanks for a great flight from LA to Boston! Pilots did a great job landing in the snow. Can we go back to LA now? #seriously
2/21/15 13:32,casualdiego,neutral,@VirginAmerica can you please get me to the new york area before monday afternoon
2/21/15 13:32,kyle_romanoff,positive,"@VirginAmerica Thanks so much for the awesome support, you guys rock!"
2/21/15 13:30,wmrrock,negative,@VirginAmerica seats in Row 8 don't recline should mention that on your website #soreback
2/21/15 13:28,wmrrock,negative,@VirginAmerica flight 404 delayed 2 hours in LA due to mechanical problems. Handle like pros but you could have tossed us a free drink.
2/21/15 13:18,BigRichTexasPam,negative,@VirginAmerica why Cancelled Flight flights today? No precipitation to be scared of!  âù„ï¸èâù„ï¸èâù„ï¸è
2/21/15 13:00,aaronkurlander,positive,@VirginAmerica twitter team. you guys killed it for rescheduling me asap. thank you!
2/21/15 12:54,MistakeCakeJake,negative,@VirginAmerica You guys charged me $100 to reschedule a flight that was then Cancelled Flighted and are now refusing to refund it. What's the deal?
2/21/15 12:48,NoelArtiles,negative,@VirginAmerica canâ€™t access your website from Safari on iPhone 6. Seems to work on Mac and iPad. Need iPhone to add Passbook.
2/21/15 12:45,floatingatoll,neutral,"@VirginAmerica on iPad and iPhone, clicking the CHECKIN link in the email I received at 24hrs before flight"
